,book_title,star,title,format,review,helpful,sentiment
252,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,BUY THIS BOOK RIGHT NOW.,Format: Paperback,"I am not one to typically write a review, but WOW. This book is amazing. I just had to review it in hopes that more people will buy it. It’s obvious that Kyndra poured her heart into this book. So many beautiful details. Each recipe is easy to follow, and she even gives a nutritional breakdown so you know exactly what you’re eating. I LOVE this book so much. I can’t wait to try more recipes. Also, follow her on IG @peaceloveandlowcarb so you can be encouraged by her daily, and you can see more pictures of her sweet pups! Thanks for working so hard on this book, Kyndra! You’re a rockstar.",,1
253,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,It was great and explained everything in great detail (regarding Keto),Format: Paperback,"This was my 2nd book related to Keto. The first one my Dr. suggested. It was great and explained everything in great detail (regarding Keto), however, this book covers a lot of the same information in an easier to read (& enjoy ... plus reference) format, plus SO MANY RECIPES!! I promptly started tabbing recipes that looked good & it ended up looking like a crazy tab collection! I've made several recipes and they've been added to my favorite rotation of meals!! This book/cookbook is now a top reference I refer to friends & family that are considering going Keto!",,1
254,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,So happy with this book,Format: Paperback,So happy with this book! The recipes are delicious. I love all the colored pages and each recipe has a picture to go with it!! I think my favorite part is that she list how long something can last in the fridge after you've made it. Highly recommend!!!,One person found this helpful,1
255,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Easy & Delicious Meals from an Author who's Real Life is Just Like Ours,Format: Paperback,Great book even for beginner keto and low carb dieters. Recipes have been delicious and easy to make during the week. Great range of meals and Kyndra's personal story and advice are an added bonus to this complete and comprehensive guide and cook book. Also very beautifully designed with photos of every recipe.,,1
256,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,"Great pictures and tips, fantastic recipes",Format: Paperback,"Kyndra's recipes are amazing. I've just started making recipes from this cookbook (I have Primal Low-Carb as well) and yet again, they are fantastic. If you want low carb to be delicious and varied, this is your cookbook author. Craveable also has terrific shopping, cookware tips.",,1
257,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Keto made delicious and simple,Format: Paperback,"I use this book more than any of the other 3 Keto books I have. Her recipes are simple to understand, delicious, and really do a wonderful job of keeping me on track with my macros. I love that not every recipe is cream based. Don’t get me wrong I love cream but sometimes you need something, dare I say “lighter”? Take for example her pork eggroll in a bowl recipe, it’s so easy, delicious and and absolutely no cream. I also bought her Keto happy hour book so I can enjoy something more than my usual gin and sparkling water drink.",,1
258,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,A staple in my cookbook collection.,Format: Paperback,Love love this cookbook. It has so many recipes that are Keto but are fit for the whole family even fussy eaters.,,1
271,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,One of the best cookbooks!,Format: Paperback,This is a great cookbook! I’ve cooked quite a few recipes and they have been all fabulous. I’m on a mission to cook my way through the entire book.,,1
272,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,I love this book and it's layout,Format: Paperback,"I love this book and it's layout. The pics are GORGEOUS and the best part is every recipe comes with calorie and macros info. A real quality cookbook. Also, no recipe is too difficult. A must have for keto way of life.",,1
273,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,"Dressings,sauces and seasonings!!OH My!!",Format: Paperback,"I love all the condiments and sauces! I've made a few things so far and haven't been disappointed yet and the mayo recipe, sooo easy and delish! Don't think I'll ever buy store bought again!! Just LOVE 💘💘💘this book!!!",,1
274,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Eat Ketogenically without deprivation!,Format: Paperback,"What a wonderful cookbook to have with the Keto lifestyle. I have made so many of Kyndra’s recipes already. With this way of eating it’s easy to get caught up with what you “can’t” have but with these recipes you will not feel deprived. I love the bold pictures, step by step intructions and thorough nutrition information. I can really relate to Kyndra’s story as well. I’ve struggled all my life with weight and it wasn’t until I found he Ketogenic lifestyle that I have been successful with weight loss and overall health. Thanks so much Kyndra for your recipes. This will be my new bible.",,1
275,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Love my book so far 22 lbs lost 🤗 excited ...,Format: Paperback,Love my book so far 22 lbs lost 🤗 excited about the new way to cook and eat (if only I could get hubby in lol ),One person found this helpful,1
276,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Delicious Food - You won't feel like you are depriving yourself of anything!!,Format: Paperback,"My family switched to Keto about 6 weeks ago. I have loaded up on books and recipes to help the process along. Kyndra's books have been our favorite, by far. Craveable Keto was the most recent addition, and WE LOVE IT!!. The recipes are easy to follow, include helpful tips, and are delicious. My kids don't feel like they are missing out. They really love the food. Everything Bagels, included in this book, were a huge hit. I own 30 Minute Ketogenic Cooking as well. If you can only choose a few books to buy, definitely include hers.",,1
277,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,love it,Format: Paperback,love the easy directions and OMG they taste awesome. I found most of the recipes i had all the ingredients right in the house. look forward to more.,,1
278,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,That aside-the book has tips (like this recipe is great with a different meat,Format: Paperback,"I’ve made probably 8 recipes already. Everything has been so delicious! That aside-the book has tips (like this recipe is great with a different meat, or for lower carb count sub this) so helpful! The net carbs are clearly written at the top of the recipe page. And if that’s not enough, she gives so much more helpful content in the book. Shopping lists, pictures, great index, her story! Buy this book!",,1
279,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Family favorites,Format: Paperback,"Kyndra Holley provides recipes and information to support low carb (keto) lifestyles. The recipes use real food, are easy to follow and even I can create a great meal for my family. I cannot recommend this book enough.",,1
280,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Super easy to make gummies when you have the molds and the proper gelatin!,Format: Paperback,Made the gummy bears for my 2 sons (4/3 years old) they were so excited about the idea of making ourself some candies! The recipe was super easy to follow. Unfortunately my sons didn’t like the lemon flavor... will plan on making a grenadine flavor (sugar free if I find it). Hope it will work I will keep you guys updated! Thank you again Kyndra for the easy steps to make the family happy!,,1
282,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",4,nice and easy,Format: Paperback,I rally like the recipes in this book. They are easy to follow and the ones I have tried are great. Make the EBTB seasoning right now!!,One person found this helpful,1
283,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great Keto Book,Format: Paperback,"Craveable Keto is easy to read, simple ingredients and quick to make. The recipes cover all the foods that you may have been missing on Keto.",,1
284,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Easy to follow keto recipes,Format: Paperback,"Full color photos throughout the book. Easy to follow keto recipes. This book shoukd be a staple in every keto household.
Kyndra makes the keto lifestyle easy, fun, exciting and DELICIOUS!
I highly recommend this book.",,1
285,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,"Delicious, and easy!",Format: Paperback,"Loved this book. Recipes are great, you do need to watch the net carbs and plan appropriately each day on what you are eating. The French toast cups are a weekly staple in our house hold! I changed the everything bagel recipe w/ cheddar and added jalapeños and bacon. Simply sublime. This book makes it easy for me not to feel like I am missing out. The cordon bleu pizza is another game changer.",,1
286,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great recipes,Format: Paperback,I absolutely love the recipes in this book. They are so easy to make and are delicious. This cookbook is well worth the money!,,1
287,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great recipes! Inspiring words!,Format: Paperback,"This is a must have for people looking for a life style change! The recipes! The photos! The inspiring words from the author make it obvious that she is living the journey with us. This will stay on my counter, not on my shelf!",One person found this helpful,1
288,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Awesome Keto cookbook!,Format: Paperback,This cookbook has 145 recipes all with nutritional information and pictures. Menu plans are also included. The recipes are easy to follow and the ones that I have tried are delicious!,One person found this helpful,1
289,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Best Keto book,Format: Paperback,This cookbook has helped in my family achieving their weight loss goals. I continue to use this excellent book in my cooking,,1
290,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,So Legit! Very Tasty Food for Keto and mixing it up!,Format: Paperback,"I’m so happy with this book, people complain about the stories (really calm down)
I’ve been using the book for recipes and they’re so accurate and tasty!

If you’re new to Keto give it a try!",,1
291,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Best cookbook I've purchased!,Format: Paperback,"This book is so GREAT! It has amazing tips, beautiful pictures and I LOVED the personal touch of Kyndra's story. After trying several recipes from PeaceLoveLowCarb (and everyone being a hit) I knew I had to buy the book. Within minutes I made the chewy chocolate chip cookies! Delicious and so easy! I can't recommend this enough!",,1
329,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Easy and delicious Keto recipes,Format: Paperback,The recipes are just so good and easy! Pictures for every recipe. Thumbnail picture index in the back for easy finds. Her eggs and bagels and egg roll in a bowl are regulars in our house. Trying the fried Cod soon. This is a great Keto book to keep in the kitchen.,,1
330,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Five Stars,Format: Paperback,"Awesome books by this author - really useful, practical inviting recipes from cover to cover!",One person found this helpful,1
331,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,A KETO lifestyle must have!,Format: Paperback,One of the best KETO books I have ever encountered! I love that her personal journey was included and that there is so much more in this cook book than just recipes! Definitely a must have for anyone starting or following the KETO lifestyle!,,1
332,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great recipes!,Format: Paperback,I’m loving this cookbook. I love her story that she tells in the book but more then that I live the recipes. I’ve already cooked about 10 recipes out of this and plan on many more. They are meals that cook up quickly and without 2000 ingredients.,,1
333,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,"Buy this book!! Do it, seriously...more than just a cookbook!",Format: Paperback,"Wow! I’m totally blown away with this book. Kendra is an incredibly amazing human. She tells us about her journey and helps you feel supported and loved. Her recipes are awesome and all look so good and managable to execute. I’m so happy that I bought this book. Can’t wait to make all of her recipes. If you buy any Keto cook book, this is the one that you want to get!! Thanks Kyndra, your amazing!",,1
334,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,The best easiest ice cream,Format: Paperback,"Have made several recipes and can not rave enough about them. My favorite is the mason jar ice cream. After years of low fat ice cream this one floored me, plus it was so easy. My non keto family are even enjoying these recipes and I end up making the flourless chocolate chip cookies about once a week. So happy to have found this book.",,1
335,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Recipes that you want to use,Format: Paperback,"This book is great. Actually contains recipes that we want to eat, with nice photos and easy to follow directions. There are also some helpful guides such as what you can drink, and some basic meal plans. Love the blog and love the book.",,1
336,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,My go to cookbooks,Format: Paperback,I would not be so successful if it weren’t for Kyndra’s Keto cookbooks. Down 80+ pounds with excellent menu choices. I appreciate her help.,,1
337,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,"It’s simple to understand, follow and oh so good!",Format: Paperback,"This has been the best recipe book ever! Not only is it Keto, but the most consistent delicious recipes of any of my various cook books! I have tried many recipes in this book and have yet to find one that is not good. No kidding, if you are Keto and you do not have this book, get it now. You will not be diaaapointed. It is my go to!",,1
338,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Fantastic keto cookbook!,Format: Paperback,"I am a long time fan of Kyndra's. This book does not disappoint! Every recipe I have tried so far has been a winner. Thank you for providing so many easy and delicious keto options, Kyndra!!",,1
340,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Yummy!,Format: Paperback,Finally found a keto pizza crust that I love! I’ve come acrossed many that are very dry. But this one in the book is amazing. And the book is full of pictures which I love and the recipes really do look like the picture.,,1
341,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,LOVE THIS! If you're looking for some great Keto ...,Format: Paperback,"LOVE THIS! If you're looking for some great Keto recipes, this is it. Everything I've made from this book has been wonderful. And the recipes aren't super complicated either. So happy I found this!",,1
342,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Very useful to prevent Keto boredom,Format: Paperback,If you are on a Keto diet for a while you know that eating the same old meat and veggies can get repetitive and boring after some time. This book is full of fun recipes that help me find something new to try that breaks the boredom.,,1
343,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great Book!,Format: Paperback,I've just started reading this book and I'm loving Kyndra's bio! I'm very busy but I just wanted to say that I am loving it so far! I'll have to leave another review when I read more.,,1
344,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great recipes,Format: Paperback,I have several of Kyndra Holley's keto books. They are easy to follow and filled with wonderful recipes. Helpful hints are included and that sure helps a newcomer to the Keto lifestyle.,,1
345,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Seriously great book,Format: Paperback,I love this book. Great recipes with most ingredients you can get at a normal grocery store. I am low carb not keto but the recipes in this book are a life saver. I highly recommend this to anyone.,,1
346,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Buy it.,Format: Paperback,This cookbook is awesome. Buy it. So many great recipes and I've already made several recipes.,One person found this helpful,1
347,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great recipes and all are pretty simple,Format: Paperback,"Great recipes and all are pretty simple. Love the pictures too...Way to go, Kyndra!!! As a newcomer to Keto, you took some of the confusion out and gave me some easy, good recipes to try...",,1
348,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great Keto recipe resource,Format: Paperback,"Great cookbook with delicious recipes for foods to fit your Keto lifestyle. This meets your needs for dressings, sides, main dishes and desserts!",,1
349,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,If you are interested in Keto this is the book for you! Great package deal!,Format: Paperback,I was so impressed by this wonderful book of knowledge! I just received this book this week and I couldn't put it down! Kendra explains everything you need to know about Keto... my niece recommended I get it! So happy she did! Great recipes!,,1
351,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Must have for a successful Keto diet!,Format: Paperback,"This cookbook is a must have for anyone who wants to go Keto and wants to succeed! I love the recipes so much! I hated to cook for 25 years, but now that I and my daughter need to follow this diet for health issues, I am loving cooking. I never thought I'd ever say those words.",,1
352,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,A+ Keto Cookbook! Very well done.,Format: Paperback,"Haven’t had a bad meal when using this cookbook. Everything has been delicious and fairly easy to make. I’m not strictly keto, I just like to try different kinds of cookbooks. This one is a winner in my book!",,1
353,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Easy and family friendly,Format: Paperback,I am inspired by the author and I love all the fine details she took the time to include. My family is in love with Pork egg roll in a bowl! The pictures from the food are very enticing too!,,1
354,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Amazing recipies,Format: Paperback,"This is one of the best cookbooks I've ever read, whether you are following Keto or not. The recipes are easy to follow and are very very good.",,1
355,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great book,Format: Kindle Edition,Good info on diet as well as good recipes. Entertaining too. I especially like all the advice she gave in the front.,,1
356,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,So much info plus great recipes.,Format: Paperback,I can't put this down! So much info plus great recipes.,4 people found this helpful,1
357,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Wonder cookbook!!,Format: Paperback,Very informative helps you understand the keto lifestyle better. Great recipes and easy to follow instructions. This is one I will use for a very long time lots of great recipes and pictures that are a must for me with a cookbook.,,1
358,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Loved this Keto book,Format: Kindle Edition,One of the best and knowledgeable Keto books I’ve read. Recipes are wonderful with a picture at the end of each recipe. Great information on meal prep.,,1
359,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,This Is THE Book,Format: Paperback,"This book is so real. Real life, real tools, real food & really really good. It’s so much more than a “cookbook”, it’s a tool book. Kyndra provides th who, what, when, where, why & how to adopt a lifelong change. If you’re considering a move to keto/LC way of life, or just want to up your game, this is the book to make that successful.",One person found this helpful,1
360,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Amazing cookbook!!,Format: Paperback,Amazing book!!! I love all the photos and the great tips on every recipe!! I’ve made a bunch of recipes after having the book for less than a week! EVERY SINGLE one has been amazing!!! Great job!,One person found this helpful,1
373,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great recipes,Format: Kindle Edition,This book is full of quick and easy recipes....great ideas if you are living a keto or low carb lifestyle.,,1
374,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Add this cookbook to you cart!,Format: Paperback,Loving this cookbook so much that it remains on the counter and not in a cabinet. We've made several recipes and have enjoyed them all. So much usable info we weren't expecting and have found extremely valuable. Kyndra has done a great job compiling some really amazing dishes!,One person found this helpful,1
375,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,You will fall in love with all the information and recipes.,Format: Paperback,What an incredible cookbook. I love how it is laid out with just about every aspect covered. I love the recipes and Kyndras stories. The thing I like the most is that the recipes have a corresponding picture. Or maybe it's the meal plans. Or then again maybe it's the information that is packed in here. I would really recommend this book,One person found this helpful,1
376,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Keto cookbook for everyone,Format: Paperback,"Even if you are not embracing a keto diet, this is a wonderful cookbook. It has all the things foodies love about cookbooks, great recipes, beautiful photos and interesting/funny stories from the author. If you are someone you cook with is following a keto diet, this cookbook will keep everyone happy. The recipes are just yummy.",,1
377,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Very good book. Recipes are easy and very delicious,Format: Kindle Edition,"Very good book. Recipes are easy and very delicious. My family doesn't eat keto every day, but when I make family style dinners - there is usually none left over. Two thumbs up!",,1
378,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,I like that the recipes are simple,Format: Paperback,"I like that the recipes are simple, that most of the ingredients are readily available at my local grocery store. I'd recommend this book to all who are eating the Keto way.",,1
379,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,easy and no nonsense,Format: Paperback,"The Craveable Keto recipes are so delicious, easy and no nonsense. There are so many recipes that I am stunned are in here, I never thought they could be made low-carb! Thank you Kyndra for all of your hard work for us-your efforts are truly amazing!!",2 people found this helpful,1
380,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Must buy!! You won’t regret!,Format: Paperback,Just got my book today! So excited to cook all the yummy recipes!! I follow the author on insta and she knows what she’s doing!! So thankful for other people who can cook and I can just copy them 😂,2 people found this helpful,1
381,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Life Changing,Format: Paperback,"This was the first cookbook I have ever purchased! I never tried to pretend to know how to cook. I think it helped though-no preconceived notions. I am now a superstar chef, per my family! Thank you Craveable Keto!!!!!! My family is getting healthy, I'm able to teach my boys how to cook, and my husband loves sharing left-overs with friends at work! Amazing how 1 book can change so many lifes and it not be religious!",,1
382,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Keto recipes become family favorites,Format: Paperback,"First Keto cookbook I tried was a slam dunk success ! Easy to follow, very good recipes for the whole family. Once we tried all the main meals I had to buy a second book cookbook! Very pleased, you can not go wrong with this cookbook.",,1
395,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Thinking about keto? BUY THIS!!,Format: Paperback,"Such a good cookbook! Everything in it looks delicious. The fist day I had it I was making plans to try a handful of recipes immediately. The recipes are very clear, easy to follow, and so tasty.",,1
396,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,"Delicious recipes, wonderful story!",Format: Paperback,"What a great book, and an even better cookbook! I love Kyndra's story. It's very inspiring and so helpful to read others' keto journey. Her recipes are wonderful, easy and make following this WOE very easy! Thank you Kyndra!",,1
397,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great layout user friendly!,Format: Paperback,"Love this book! The layout is super user friendly and all the tips and Kyndra’s honesty about the struggle being real makes her so relatable. I always look forward to her blog posts and receipes so now I have them at my finger tips!
Thank you so much!",,1
398,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Yummy,Format: Kindle Edition,A coworker brought this in and I had to have it. There are lots of great ideas in here that are so easy to make.,,1
399,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Craveable Keto is Awesome!,Format: Paperback,Recipes are so good. This has helped with what was a boring meal plan. My husband and I love the lasagna. I use her recipes so often! Makes planning meals easy! Great pics and easy to follow directions. Buying her other books too as I’m so pleased.,,1
400,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,The recipes are easy and use commonly found items around most homes,Format: Paperback,This book is down to earth and nothing held back to how to be successful with keto. The recipes are easy and use commonly found items around most homes. Love the authors tone through out the book. Would definitely recommend for those who are interested in learning more about following the keto lifestyle and the importance of being in the correct mindset!,,1
401,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great low card recipes that we actually love!,Format: Paperback,"After doing Atkins for years about 15 years ago, we were ready to commit to a low carb lifestyle. There are a lot of recipes where you can use almond flour - which substitutes great for regular flour. Many more options of food that tastes great and feels ""normal"" than I was expecting!",,1
402,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Get this book!,Format: Paperback,"Kyndra's book is great! I've followed her blog and recipes for about a year now and was so excited to pre-order (and then of course receive!) this book! I've been steadily cooking my way through and so far, everything has been delicious! The recipes are accessible and pretty easy. Thanks for a great book!",One person found this helpful,1
403,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Many DELICIOUS recipes!,Format: Paperback,Wonderful recipe book with delicious offerings!! Yum! Definitely recommend!!,,1
404,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Easy fun keto meals!,Format: Paperback,"Love love love this book! Easy to follow, beautiful pictures of tasty food and not a ton of abscure ingredients. I actually use this recipe book INSTEAD of trying to find things online which for me says a lot!",,1
461,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,This book by far is the best keto cookbook I have purchased,Format: Paperback,"This book by far is the best keto cookbook I have purchased. Loved having photos of every recipe, hints on where to purchase ingredients, tips on what brands taste best so you aren't waisting your money, tips on preparing food and staying on this diet. Valuable tips and advice from someone who has been successful with the keto lifestyle. The recipes are easy to prepare.",,1
462,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,controlling weight,Format: Paperback,"What I wanted.
No complaints, everything went great.",,1
463,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,... ordered this book back in July 2017 because I love your website and I knew the book would be ...,Format: Paperback,I pre ordered this book back in July 2017 because I love your website and I knew the book would be great. It stood up to all my expectations and more. Excellent job.,One person found this helpful,1
464,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Please buy this book. This chef is easy to follow and the recipes are delicious.,Format: Paperback,Best Keto cook book. Super good food and easy to make. Like this chef’s recipes. Wish she would do another cookbook.,,1
465,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Love this cookbook,Format: Paperback,"This is a great Keto cookbook. I even bought a book stand so I can keep it open on my countertop! So many wonderful and easy recipes, great pictures, great ideas to keep Keto delicious, interesting, successful.",,1
466,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Amazing,Format: Paperback,If you think this is just another cookbook where only one or two recipes are good think again so far every single recipe have been delicious! Hard to believe it is a low carb cookbook.,,1
467,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Perfect for beginner low carb/keto lifestyle,Format: Paperback,"I’m new to the keto lifestyle and I found Kyndra’s Facebook page quickly and so many followers reommended Cravable Keto so I had to try it out. I just got it 2 days ago and I’m reading it like my favorite novel! I’ve already made Egg Roll in a Bowl and I’m obsessed. I love that she puts her own weight loss journey in there and gives amazing advice on how to navigate this keto-thing! I’m so impressed, I know I’ll buy her other books!",,1
468,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,That’s it’s Keto:Low carb,Format: Paperback,This book is awesome!!! There’s so much stuff in here and it’s simple stuff that makes you think it’s “high class food”,,1
469,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",4,Ok,Format: Paperback,Good resource but just go on Pinterest,,1
470,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,"Yummy recipes, great for beginners",Format: Paperback,Good recipes and easy breakdown of the keto diet for beginners.,,1
499,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Keto Must Have,Format: Paperback,I just picked this book up from my porch about 10 minutes ago after being delivered and I’m already in love with it! It is a one stop shop and a comprehensive guide book/cookbook and full of inspiration. I can’t wait to find my new favorite recipes!,,1
500,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Great Recipes,Format: Paperback,Love this book! Everything I have cooked as been Great!,,1
501,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,My favorite cookbook ever!,Format: Paperback,This is my favorite cookbook I have ever owned! From an introduction from the author that is so relatable to so many awesome recipes! My picky family has loved everything I have tried so far! Do yourself a favor and get this today!!!,,1
502,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness (1)",5,Awesome Keto recipes,Format: Paperback,"I received this cookbook yesterday and I’m so excited to try all the recipes! They look fabulous, yet easy and with normal ingredients. Love it!",One person found this helpful,1
