,book_title,star,title,format,review,helpful,sentiment
506,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
507,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
508,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
509,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
510,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
511,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
513,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
514,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
515,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
516,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
517,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
518,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
519,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
521,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
522,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
523,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
524,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
525,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
526,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
527,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
529,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
530,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
531,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
532,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
533,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
534,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
535,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
537,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
538,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
539,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
540,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
541,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
542,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
543,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
545,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
546,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
547,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
548,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
549,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
550,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
551,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
553,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
554,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
555,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
556,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
557,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
558,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
559,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
561,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
562,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
563,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
564,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
565,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
566,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
567,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
569,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
570,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
571,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
572,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
573,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
574,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
575,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
577,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
578,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
579,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
580,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
581,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
582,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
583,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
585,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
586,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
587,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
588,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
589,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
590,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
591,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
593,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
594,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
595,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
596,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
597,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
598,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
599,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
601,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,"Very bad quality, broke after first use with the insert for the fruit.",,0
602,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Paperback,Lid defective dosenot open when u push black button,,0
603,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,I would recommend it to flavored water drinkers,Format: Paperback,"This infused water pitcher was okay, if you're into that type of water to drink. On that basis, I would recommend it to flavored water drinkers.",,0
604,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",2,Two Stars,Format: Paperback,Not happy at all with this.,,0
605,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",1,One Star,Format: Kindle Edition,I like the recipes that I have tried.,,0
606,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,requiring the purchase of too much produce that may go to waste if not used up,Format: Paperback,"Haven't used any recipes yet. Seems a little time consuming, requiring the purchase of too much produce that may go to waste if not used up. Every time I thought of preparing a drink there was something I didn't have on hand. I definitely only use organic fruits and veggies in an infuser to avoid drinking chemical and pesticide residue. I'll use the book later, I'm sure.",,0
607,"Fruit Infused Water: 80 Vitamin Water Recipes for Weight Loss, Health and Detox Cleanse (Vitamin Water, Fruit Infused Water, Natural Herbal Remedies, Detox Diet, Liver Cleanse)",3,Not Worth It,Format: Kindle Edition,"Pretty basic recipes, most of which are probably available for free online.",2 people found this helpful,0
