,book_title,star,title,format,review,helpful,sentiment
750,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,It's a gem!,Format: Paperback,"Gorgeous photos, great information about the properties and uses of each herb, and easy-to-follow, very practical recipes. What a gem of a book!",,1
751,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Enjoy!,Format: Paperback,Phenomenal! So true and to the root of our medicinal food planetary heritage. Enjoy!,,1
752,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Four Stars,Format: Paperback,Great ideas some are difficult,,1
753,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,So much fun to read. Eye candy for herbs,Format: Paperback,Lovely written book. I was blown away by all the beautiful pictures. A fresh approach to integrating herbs into your life.,,1
754,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,My new go to herb book!,Format: Paperback,"I have some basic understanding of herbal medicines, but this book has blown my mind. It is easy to follow, concise, and beautiful to look at. I love that it has food, tea, and other recipes.",,1
755,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Great Read for Newcomers,Format: Paperback,Good Read!,,1
757,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Most Practical Herbal Information Ever!,Format: Paperback,This is one of the best and most practical books I have ever read on herbs and their applications in real life! I will pas this one down to my Grand-daughter.,,1
758,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,It is an awesome book! Well written,Format: Paperback,"It is an awesome book! Well written, simple and not intimidating. It is easy to find the product, and the recipes are quite delicious and easy to make. A good looking book too!",,1
759,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book for beginners and practiced herbalists,Format: Paperback,"I am thinking this book does not need any more reviews but... as an author I know that reviews are a gift. I am a practicing herbalist of 20 years and I found much useful information in this book. Yup, Rosalee, I learned much good stuff! This is a treasure of a book for people who want to improve their health (the information on feeding the body with real food for cellular health rings loudly & clearly with the work I do) and learn about herbs. Thanks for putting this into book form as another great way for people to take their health into their own hands and learn to self heal.",One person found this helpful,1
760,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great informational book on Herbs,Format: Paperback,I have just started to read this book. It has so much information and easy to read. The book also has some recipes that I am excited to try. Very happy with this purchase,,1
761,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book!,Format: Paperback,"This is great book! The information is broken down, and easy to understand. I love the recipes that have been added!",,1
762,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,... copy of the book I ordered for a really good price and it was delivered sooner than I expected,Format: Paperback,I got a NEW copy of the book I ordered for a really good price and it was delivered sooner than I expected. Very happy customer!,,1
763,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,... of Herbs by Rosalee de la Forêt is a beautiful book with color photographs,Format: Paperback,"Alchemy of Herbs by Rosalee de la Forêt is a beautiful book with color photographs. It is a great resource for those not too familiar with using herbs and plants, but who want to learn.",,1
764,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,definitely a great addition to my herbal library,Format: Kindle Edition,"Very informative book, definitely a great addition to my herbal library.",,1
765,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,easy to use information to incorporate more beneficial herbs into ...,Format: Paperback,"Not only visually stunning but provides practical, easy to use information to incorporate more beneficial herbs into your daily life. This one's a keeper!",,1
766,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,The end notes are especially useful.,Format: Paperback,"I am really enjoying this book.The book is jam packed of information, applications, and recipes for herbs and foods from our kitchens and gardens. The end notes are especially useful.",,1
768,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A Beautiful Book,Format: Paperback,"It's a beautiful book and an amazing value! The essence of each herb is presented in a concise and easily understandable form, and the presentation of it is beautifully done.",,1
769,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Kindle Edition,Great book,,1
770,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,like really-little kid,Format: Paperback,"I remember a few of these recipes from when I was a kid, like really-little kid. I just didn't remember what my mother did and why she did it. Our nearest doctor was about twenty to thirty miles away and we didn't have a car. When I got older she didn't use these remedies so much, so I forgot them. Some things that she used to do are not in there. I have forgotten so much. It is a pleasure to have these recipes again.",2 people found this helpful,1
771,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,I love it Great Book,,1
772,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I absolutely love this book,Format: Paperback,I absolutely love this book! The pictures are gorgeous and the recipes look absolutely amazing. I have been waiting for an herbal book like this to be written. Rosalee is a talented writer and herbalist.,,1
773,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Herbs as Food!,Format: Paperback,I love the idea of using herbs as food instead of just medicine. Rosalee does a great job teaching how to work a variety of plants into your daily life.,,1
774,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Get in your kitchen and play with some plants!,Format: Paperback,Love love love this book. A fine primer (and in my case reminder) of ways to use herbs daily. Lovely colored photos and tasty recipes abound.,,1
775,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,I've learned so much from Rosalee and John of Learning herbs....A must addition to my home library,,1
776,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,One of the best herbal books,Format: Paperback,"This is a wonderful book! Rosalee covers the herbs well, using scientific studies to support what she says, but she does it in a very approachable manner. Also, unlike many of my other herbal books, she gives dosing information and the proper ratios for making tinctures with each plant. Safety information is also included. If you are a beginner, this is the best book I have come across because it is very straight forward. If you are experienced, this is still a great book to have.

Overall, this is one of the best herbal books I have in my library. I will be turning to it again and again.",One person found this helpful,1
777,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Awesome herbal information,Format: Paperback,"Awesome herbal information. I have been following Rosalee's blog for quite a long time. I am thrilled to get all this wonderful information in book form. Thank you, Rosalee!",,1
801,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Couldn't ask for better.,Format: Paperback,Lovely and informative! Couldn't ask for better.,,1
802,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Wonderful beginners herbal book!,Format: Paperback,"Wonderful book for those learning of herbs.
When book arrived , I spent the rest of the day reading through it, looking at the pictures and checking out the herbs, learning more of those I use often and learn of others I haven't tried.
This is one book that will be used over and over, never to be put on the shelf and forgotten.
I am looking forward to trying all the super recipes.
I also purchases the Herbal Remedy Kit, from Learning Herbs, which includes the dried herbs, supplies and a DVD you need to make echinacea extract, Healing Herbal salve, Herbal I fision and elderberry syrup.
Great job Rosalee de la Foret, for putting this book together.",,1
803,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Loooooove this book!,,1
804,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,This book is amazing. The pictures are stunning,Format: Paperback,"This book is amazing. The pictures are stunning, the recipes are fantastic and it is full of useful information. Very glad I have it in my collection.",,1
805,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Everyone who wants optimal health should own this fantastic book!,,1
806,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Beautifully displayed and well thought out,Format: Paperback,This book was everything I hoped for and then some. Beautifully displayed and well thought out.,,1
807,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Fun to read and look at,Format: Paperback,Fun book.,,1
808,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Wonderful resource,Format: Paperback,This is such a beautifully written and photographed book! I have really enjoyed it and for the price you can't beat it. I highly recommend this book!,,1
809,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,The book is excellent. Beautifully presented and the information is invaluable,Format: Paperback,The book is excellent. Beautifully presented and the information is invaluable. Thank you for such a gorgeous and practical book. Blessings,,1
810,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book for practical herbal medicine,Format: Paperback,"Love how accessible this book makes herbal medicine! Love it! Rosalee and John, you have done a great thing with this.",,1
812,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"FINALLY, A LIVE HERBS BOOK!!!",Format: Paperback,"There are two things I love about ""Alchemy of Herbs"": the book and the concept. The first, because it IS a rather heavy book (in weight and in knowledge), very well structured, very easy to read and search from, with lovely pictures. The last, because it goes way beyond the usual clinical recipes usually presented, including beauty, relax, food and drink, even spirituality. I think it is a very good way to present the materia medica, avoiding the usual role of such works (staying in the bookcase and being read only when something goes wrong) and causing the herbs to invade our lives de facto - which is what the authoress wants, of course. Kudos for her.",,1
813,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Excellent reference for herb lovers,Format: Paperback,Great book! The format makes it easy to read and apply. Good tips to add healthy eating without fuss.,,1
814,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Inspired me to learn more,Format: Paperback,"This is hands down the best herbalism book I've picked up. Beautifully made, well-written, easy to understand book. Rosalee takes complex herbal concepts and breaks them down into layman's terms without talking down the reader. Better than ""Oh you have X symptom? Take Y!"" Alchemy of Herbs teaches you WHY and WHAT kind of herb might help you best. This book has single-handedly inspired me beyond a passing interest in herbalism and catapulted me into the deep end of 'YES! HERBS!!!'

Buy a copy. Then buy a second so you have a backup copy on your shelf. Then buy 13 more copies for your friends and family.",One person found this helpful,1
815,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,What an amazing gift of knowledge,Format: Paperback,"What an amazing gift of knowledge! Easy to understand, create and apply directly to my life. Delicious recipes with the added bonus of healing!",,1
816,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Love!,Format: Paperback,Love this book! Great communication with the authors too.,,1
817,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Beautiful Book!,Format: Paperback,This book is beautiful inside and out! I can't say enough good about it!,,1
818,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Surpassed all expectation!!,Format: Paperback,"Thank you so much for writing this beautiful book. Such up to date relevant information. I made the carrot cake last night and I'm going to say it's the best carrot cake I've ever made, I am beyond excited to dig into more of your recipes. I have been wanting to incorporate more herbs and spices in my daily life for awhile. Thank you!",10 people found this helpful,1
819,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book so much that I ordered two more ...,Format: Paperback,"I love this book so much that I ordered two more for Christmas gifts. There is so much people don't realize about the benefits of foods and herbs and how much of an impact they can have on your life and health. This book is a good place to begin. Learn how to help yourself feel better and stay healthy. It is a beautifully finished book with tons of pictures and a good many recipes!

I recommend this book to anyone interested in using food as your medicine and beginning your journey into the fascinating world of the ""medicine"" you have at your fingertips! The recipes are awesome, so you don't have to wonder how to begin!",,1
820,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Simple and Helpful,Format: Paperback,I use herbs often and I am finding this book simple to follow and helpful.,,1
821,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Loved it!,Format: Spiral-bound,Great book.,,1
823,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Love it!!,Format: Paperback,Absolutely loooovvvveeee this book! I'm buying a few more for gifts!,,1
824,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Curiosity won't kill the cat if you know your herbs!,Format: Kindle Edition,"I've always been curious about how to use more herbs for medicine, healthy food, salves, etc. This book is the answer to my curiosity! First there is an introduction to help you determine whether you want ""cooling or warming"" herbs, then each chapter talks about a specific herb, tells some facts about it, what it is typically used for, where to find it, etc. Also included are some tasty recipes! One of the ""extras"" is there is a Facebook page where you can share recipe ideas and tips on the herbs with others.

I'm glad I made my first book on herbs this one, I'll be using it for many years!",,1
825,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,is that great or what,Format: Paperback,"I waited and waited and it arrived today, flipped it open and landed on carrot cake, is that great or what. I know what is good for me and grow herbs every season, but they usually go to waste because I don't know what to do with them. Now I have info and recipes and preparations. I spent an hour with the book already and sage chicken next. Beautiful book, intelligently arranged. I will be spending hours with it. Thanks Rosalee",9 people found this helpful,1
826,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Beautiful as well as instructive,Format: Paperback,"This is a lovely book to demystify herbs, how they work, and how they can be used. The photography is really beautiful!",,1
827,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book,Format: Paperback,Great book i bought it to learn more about the herbs and how to use them,,1
828,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A great introduction to herbs and energetics,Format: Paperback,Beatifully photoed and written. A great introduction to herbs and energetics.,,1
829,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,So easy to read and follow that even my grandson is enjoying it!,Format: Paperback,"Excellent, easy read. Great reference book. I was shocked to see my 15-yr old grandson reading it one day. He's the one who refuses to try anything from the herb garden. After a bit, he asked me to make some sage tea for him because he had a cold starting. Since then we've done a few other things from the book, always at his request. If a 15 year old boy can find it interesting and helpful, so will just about anyone! Great book, Rosalee!",One person found this helpful,1
830,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Love this book!,,1
831,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great book,Format: Paperback,So far this is a great book. I find it well written and organized. The recipes look great as well.,,1
832,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A real treasure for every home!,Format: Paperback,"I've bought dozens of herbal books over the past 30-ish years, and passed most of them on as I learned who to trust. If I had this wonderous book at the beginning, I wouldn't have had to fumble for so long. Rosalee is an amazing mentor, and this is a wonderful, gorgeous book, filled with knowledge and the beauty of herbs. It stays out where everyone can see it, and visitors always stop to admire it, then pick it up and leaf admiringly through it. I'm trying recipes as I go, building my own apothecary. I love every photo, every page, every recipe! If you only buy one herbal, this is the one you need!",,1
834,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,really great book!!!,,1
835,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,A lot of good ideas.,,1
836,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Using Food for Health,Format: Paperback,"This is an amazing book. I am learning so much about herbs and how important they are in our diet. I have only made a couple of the recipes so far, but I know I will treasure this Alchemy of Herbs for many many years. It is amazing to me how little we really know about our food and how it can help keep us healthy. This book is a great tool in a time when our society often uses food just as filler. I would recommend it as a good place to start learning about the possibilities available in everyday nutrition. There are also recipes for natural remedies for everyday ailments.",,1
837,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Easy to follow and absorb all the herbal goodness,Format: Paperback,This is just the thing I've been looking for! Easy to follow and absorb all the herbal goodness.,,1
838,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Terrific book,Format: Paperback,I enjoyed this book very much. It was my introduction on using herbs.,,1
839,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"Practical, Usable and beautiful",Format: Paperback,"What I love about this book is its set-up. There's the introduction/about using the book, then it launches into the herbs. The herb section is broken into sections: Pungent, Salty, etc. And so practical! So do-able even with my busy schedule! I get information about the herb, its properties and several recipes to go with it, without long text. Sometimes I skim the info on the herbs just to get to the recipes. Within a day of receiving the book, I was trying out Warm Golden Milk. My plan is to eventually read it front to back but in the meantime, I'm using the book. Love it!",,1
840,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Love it!!!,,1
841,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,A beautifully photographed and easy to read introduction to herbs and their many benefits.,,1
842,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,An excellent book!,Format: Paperback,"I really like this book. It is is well written - as well as well researched and tried and true. It is a great book to learn how to make tasty herbal recipes (recipes included) and to inspire one to be creative in using herbs. I haven't gotten into it as much as I want to yet, since I've had it less than a week, and I have already found it to be extremely easy to follow. The 'how to's are great! I was so inspired I decided I wanted to be more than an herbal dabbler. I'm grateful that I decided to purchase this book - a nice price made it easy. Thanks Rosalee.",,1
843,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Learn about herbs--at the dinner table!,Format: Paperback,"I'd have to say this is the most beautiful herbal book I've ever seen. This isn't your average reference book either. There are full color pictures on every page, telling all about each herb, what it's good for, and then how to use it in your every day cooking. Yes, that's right. There are RECIPES! For food! The best way to get any healing substance is through your food, and Rosalee has managed to make each recipe beautiful and palatable. I'm so excited to try each recipe in here. From the picture you can't tell how big the book is. When I received it my jaw dropped at how thick it is! This is the best deal on Amazon! If you're curious, it's about 1 inch thick. ;)",,1
845,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Ready or not!,Format: Paperback,Can't wait to get started on building my home apothecary!!,,1
846,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,"I am in love with this book.
Can't wait to start trying out all the recipes",,1
847,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,So Much Helpful Information Here,Format: Paperback,"The content of this book is exceptional; the author did such a beautiful job. However, the print looks so faded and difficult to read. The font used here is very thin and the readable print is grey, not black. At first, I thought the problem was with my eyes, but I don't have difficulty with other books that are printed with black or dark ink. A few years ago I bought a cookbook online that was printed with light green ink---absolutely terrible!
I can't say enough good things about the content of this book after browsing through it. Perhaps a different font and definitely darker printing ink would have been better.",29 people found this helpful,1
848,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Love this book.,Format: Paperback,Very informative yet accessible. Looking forward to trying the recipes especially the carrot cake.,,1
849,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Diy must have,Format: Paperback,"Easy to read, great info, great recipes",,1
850,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Kindle Edition,Informative,,1
851,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Beautifully photographed and the recipes I have tried so far have turned out lovely. Very happy!,,1
852,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Delighted!,Format: Kindle Edition,Beautiful and informative volume. It's hard to lay it down. So happy to have it!,,1
853,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I love this book.,Format: Paperback,The information is clear and concise. The pictures are beautiful.,,1
854,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,So much wonderful information along with recipes for use. Love it!,,1
856,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Recommended Herbal Reference,Format: Paperback,"I've read articles by Rosalee de la Foret and enjoyed them so I purchased the book. It is far more than I expected. I have a library of herbal books and this has quickly gone to the top of the list of books I will recommend to budding and experienced herbalists alike. The information is easy to understand, pulls you in and makes you want to start using each herb right away. The recipes that go along with each herb makes it easy for one to try incorporating herbs into your daily life. Her emphasis on peoples constitutions and describing that of the herbs is extremely helpful. I can't wait to buy several more copies as gifts.",,1
857,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Absolutely awesome!!!,Format: Paperback,"Perfect! Beautifully written, illustrated and laid out. It is easily approachable, practical and useful. I absolutely love it and have referred it to all of my friends.",,1
858,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I am so pleased with this purchase.,Format: Paperback,A wonderful resource - I have been learning about herbs and this is the best I have found.,,1
859,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Kindle Edition,"This is really good, must have!",,1
860,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Buy it-You can't afford not to own it!,Format: Kindle Edition,"If I could design a book with Herbal info, insight and recipes, this would be it! Rosalee has put together an amazing blueprint to radically improve your health by making something you already use-food!
You will not regret your investment in this book-actually if you use just one recipe to heal an illness for yourself of your family, you will most likely have saved the cost of the book by not purchasing OTC medicines.",One person found this helpful,1
861,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Beautiful book! Can't wait to work on all the lovely medicinal and nourishing projects!!,,1
862,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,interesting!,Format: Paperback,interesting !,,1
863,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Great book! Love it! I wish it had more Bitter herbs in it.,,1
864,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Kindle Edition,Great reference book.,,1
865,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,It's like having Rosalee in the Kitchen with you :D,Format: Paperback,"Pre-ordered this book and waited 'patiently' (somewhat). This is more than excellent, more than 5 stars. I wish I had more time to write, I don't, so I'll get to the point. If you're serious about learning herbs, or even if you're already learning herbs -- THIS IS IT! When you can get in touch with each herb; find it or grow it - see it - touch it - pick it- 'become one' with it. Then cook with eat and enjoy the nutritional benefits of our lovely herbie friends by consuming it in these wonderful recipes, then you've just found your mark in the world. This is how you learn and Rosalee talks you through each step in the beautiful and profound way imaginable. With the Facbook page to go with it is a bonus :)
Thank you, thank you!",,1
878,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Beautifully written with a gracious tone and wonderful information,Format: Paperback,"After waiting months we finally got our book and it was soooo worth the wait! Beautifully written with a gracious tone and wonderful information, recipes and beautiful pictures. I haven't put it down since I opened it this morning.",3 people found this helpful,1
879,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,"Beautiful book, loaded with tempting recipes and practical information.",,1
880,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"Beautiful, informative, useful.....",Format: Kindle Edition,"Beautiful, informative, useful book written by a very knowledgeable herbalist who excels in clear teaching. The herbs and spices are presented as food and medicine with recipes to make learning to use them easier. I bought two books, one for my daughter-in-law. Her favorite recipe so far is the hot chocolate (pg 265) which she raves about. The Sage Chicken on page 166 is excellent! A thoroughly user-friendly overview of quite a number of herbs and spices, along with recipes for food and drinks prepared with them. I expect this book will be an oft-referenced volume!",,1
881,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,Great book. Can't wait to dive into it! Very beautiful!,,1
882,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Best book I have read on herb in a long long time,Format: Paperback,"The wealth of knowledge and ease of use in this book is amazing. I feel like I am absorbing life skills as I read and try the ideas out.
I hope she will continue to write.
Just thought I would add some after having the book for a while. I have been using this knowledge to start a healthier living and it is amazing. Herbs are the medicine of health and Rosalee gives the understanding of how to use them so easily. This book is one everyone person interested in herbs or just living healthier should have on their counter daily.",,1
883,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"You need this book. Yes, really.",Format: Paperback,"This fun to read, easy to digest, colorful book is a veritable feast for the eyes, mind, and soul. Herbal history, simple how-to on energetics, and resources galore to back it all up in the endnotes section make this an invaluable resource for veteran herbalists or curious newbies.
I can't get enough of it!",2 people found this helpful,1
884,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Brilliant,Format: Paperback,Beautifully elegant book! I am thoroughly enjoying it. Thank you!,,1
885,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,I absolutely love this book and have made almost every single recipe ...,Format: Paperback,I absolutely love this book and have made almost every single recipe in the book! The recipes are delicious and such an easy way to get healing and health supporting herbs into your daily diet! I will be using the recipes for a very long time and I know many of them will become part of our regular menu.,2 people found this helpful,1
886,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A must for anyone in the herbal community,Format: Paperback,"I love this format, showcasing each herb AND with several recipes. Most Materia Medica's are straight up descriptions. But this format great. I'm an herbalist of 10 years and even though most of this material is repeat for me I still am learning from this book. And for Noobs to the herbal world I can see this being a must. When I started my herbal career It wasn't easy to learn how to incorporate the medicinals into my everyday foods. I wish I had this book back then. Great work!!",One person found this helpful,1
887,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Outstanding Book,Format: Paperback,"Outstanding book. Full of great information, recipes, and tips. Rosalee has done a wonderful job and gone to a good deal of work to bring us this easy to read and understand piece of knowledge. We have tried three of the recipes so far, and they have been marvelous. Good reading, Good eating, it doesn't get much better. The book is packed with eye opening information, the photo's are awesome and I would highly recommend this book to be a must have for anyone wishing to increase their knowledge of herbs and herbalism.
Thanks again Rosalee for an beautiful piece of work.",,1
889,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,The Recipes are a Great Prize for Learning about Herbs,Format: Kindle Edition,"Rosalee has compiled an excellent collection of everyday recipes with an extra dose of something special. Whoever thought of using ginger and nutmeg as more than just a sprinkle in Egg Nog or warm milk? She explains the benefits of many everyday ingredients, and then gives you recipes to go along with it. I am a Naturopath and have read MANY cookbooks and lay manuals that do not do as good a job as Rosalee does in explaining planetary benefits, and how to use them responsibly. I love that we get recipes each time we learn how about a new herb or combination of herbs. Life is good!

BTW: There is a video companion that is totally out of this world. Go to authors site and find out more about it. If you want to learn more about herbs for health in everyday meals, start with this book and the video companion.",One person found this helpful,1
890,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,...i feel like i was given the key to unlock the door....finally,Format: Paperback,"The fact that Rosemary Gladstar added her endorsement by writing the forward to this hands-on book was an attention grabber right up front. That alone however, is not the biggest draw to consider the purchase of this treasure of a book. Rosealee's practical and fun approach allows, even demands us as learners to experience herbs with our own individual taste, encouraging us to begin/continue an herbal journey. As an inexperienced student, her inviting conversation with me as i read is simply transformative. Information is accessable yet profound in content, presented as if she were speaking to me accross her kitchen table. Yet she is able to convey the complexities of the information so the benefits are readily available to me like never before...simply amazing. What a perfect start to my herbal journey, thank you Rosealee AND the many minions involved !",,1
891,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Love It!,Format: Paperback,I love this book and am looking forward to trying all the recipes!,,1
892,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,More than Expected!,Format: Kindle Edition,"I was so looking forward to getting this book, and was overjoyed when I finally got it from my mailbox. It is way more than I expected. I have always liked the way Ms de la Forêt teaches herbalism, and this is even more organized and approachable. I absolutely love the holistic approach, rather than this-herb-for-that, and I know this gorgeous book will help me recognize the patterns for myself and my family.

And the recipes! Now all in one place where I can peruse them! This makes them very accessible - and the photos are inspirational.",,1
893,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,My favorite herbal cookbook!!!,Format: Paperback,"Great addition to my herb book collection, as well as my now favorite cookbook. This is a valuable asset that I will cherish for many years. I had previous knowledge of the author through video classes on different herbs. I have learned a lot through her teaching. Rosalee De La Foret has a great way of explaining things to make it easy for anyone to understand. I value her knowledge and she has not disappointed me with this great book. Buy it! You won't be disappointed.",,1
